,authId,eccs,papers,pianyiliang,Hindex
1991,'auId': 2175042463,1,1,1,1
312,'auId': 2175160039,463,1,463,1
4584,'auId': 2175232850,16,2,8,2
4153,'auId': 2175366504,8,2,4,1
2009,'auId': 2175552307,1,1,1,1
1725,'auId': 2175559996,352,4,88,4
2911,'auId': 2175674718,12,1,12,1
3953,'auId': 2175714434,66,1,66,1
1847,'auId': 2175835430,81,1,81,1
4573,'auId': 2176490335,8,1,8,1
1255,'auId': 2176702104,8,1,8,1
1202,'auId': 2177016141,2,1,2,1
4541,'auId': 2177216793,0,1,0,0
4632,'auId': 2177275542,12,2,6,2
1592,'auId': 2177643660,0,1,0,0
1059,'auId': 2177903312,7,1,7,1
4254,'auId': 2177928272,3,1,3,1
2458,'auId': 2178148597,22,1,22,1
2459,'auId': 2178816185,1194,16,74.63,9
119,'auId': 217919293,8,1,8,1
1687,'auId': 2179471526,38,8,4.75,3
5570,'auId': 2179500502,456,2,228,2
3043,'auId': 2179527433,1825,5,365,5
1291,'auId': 2179537487,47,4,11.75,3
3921,'auId': 2180086470,20,1,20,1
1441,'auId': 2181212428,29,3,9.67,2
4362,'auId': 2181238288,8,1,8,1
5558,'auId': 2181474032,1,1,1,1
3751,'auId': 2181724469,514,6,85.67,5
2600,'auId': 2182080890,80,2,40,1
1442,'auId': 2182634394,3,1,3,1
5762,'auId': 2182886034,68,1,68,1
156,'auId': 2182944405,84,1,84,1
555,'auId': 2183004852,2,1,2,1
2127,'auId': 2183207349,14,1,14,1
1846,'auId': 2183223339,53,5,10.6,5
5013,'auId': 2183229231,12,1,12,1
509,'auId': 2183542146,1,1,1,1
4841,'auId': 2184378945,11,1,11,1
4152,'auId': 2184443428,21,1,21,1
669,'auId': 2184633580,3,1,3,1
870,'auId': 2185197020,31,6,5.17,4
2949,'auId': 2185580017,23,1,23,1
1700,'auId': 2185955379,2,1,2,1
5541,'auId': 2185965510,16,1,16,1
4982,'auId': 2186455203,3,1,3,1
1378,'auId': 2186470823,2,1,2,1
876,'auId': 2186589213,11,1,11,1
3290,'auId': 2187115501,9,1,9,1
174,'auId': 2187357847,67,1,67,1
4683,'auId': 2187531301,2,1,2,1
3112,'auId': 2187581557,463,1,463,1
36,'auId': 2187836532,177,5,35.4,4
1617,'auId': 2187870130,534,2,267,2
541,'auId': 2188555215,17,1,17,1
3528,'auId': 2188676885,2,1,2,1
4232,'auId': 2188954541,13,1,13,1
3461,'auId': 2188959753,43,4,10.75,4
2463,'auId': 2189095008,0,1,0,0
1268,'auId': 2189236942,14,1,14,1
3544,'auId': 2189299847,3,1,3,1
750,'auId': 2189484559,11,2,5.5,1
5279,'auId': 2189497679,480,2,240,1
2909,'auId': 2189524569,87,2,43.5,1
3201,'auId': 2189787241,107,1,107,1
185,'auId': 2189932385,212,4,53,3
1314,'auId': 2190118346,13,1,13,1
4123,'auId': 2190223687,89,1,89,1
2496,'auId': 2190280414,24,2,12,2
435,'auId': 2190460335,4,2,2,1
1138,'auId': 2190469895,4,1,4,1
1109,'auId': 2190548627,73,1,73,1
5160,'auId': 2190927050,3,1,3,1
1190,'auId': 2191105939,14,1,14,1
1652,'auId': 2191276622,625,3,208.33,3
3390,'auId': 2191458383,18,2,9,2
1690,'auId': 2191581232,58,1,58,1
3250,'auId': 2191926509,46,3,15.33,3
5609,'auId': 2192483133,1,1,1,1
4005,'auId': 2192544392,2,1,2,1
221,'auId': 2192679303,365,8,45.63,7
5320,'auId': 2192692217,3,1,3,1
2815,'auId': 2192737520,79,2,39.5,2
4401,'auId': 2192917150,7,1,7,1
3409,'auId': 2192953553,19,2,9.5,2
4131,'auId': 2193021079,1,1,1,1
5807,'auId': 2193065241,2,1,2,1
880,'auId': 2193073850,318,3,106,3
2554,'auId': 2193119145,65,1,65,1
135,'auId': 2193467629,5,1,5,1
4411,'auId': 2193587106,20,1,20,1
5619,'auId': 2193849671,7,1,7,1
1572,'auId': 2193903776,7,1,7,1
4379,'auId': 2193999452,134,4,33.5,4
4466,'auId': 2194063836,102,1,102,1
5679,'auId': 2194131035,4,1,4,1
3879,'auId': 2194293332,81,1,81,1
5006,'auId': 2194361531,10,1,10,1
266,'auId': 2194378655,11,1,11,1
2560,'auId': 2194437182,132,1,132,1
3457,'auId': 2194548733,9,1,9,1
491,'auId': 2194607859,4,1,4,1
3393,'auId': 2194662055,6,1,6,1
4265,'auId': 219502362,79,1,79,1
5287,'auId': 2195050966,253,7,36.14,5
4175,'auId': 2196277981,1,1,1,1
123,'auId': 2196333992,4,1,4,1
5010,'auId': 2196398954,6,1,6,1
1452,'auId': 2196501928,8,3,2.67,2
5298,'auId': 2196704196,5,1,5,1
3566,'auId': 2196929286,22,1,22,1
4021,'auId': 219710970,21,2,10.5,2
1712,'auId': 2197943746,1,1,1,1
1335,'auId': 2198039525,27,2,13.5,2
2599,'auId': 2198167543,26,1,26,1
66,'auId': 219819714,107,2,53.5,2
2900,'auId': 2198237089,1,1,1,1
2448,'auId': 2198525870,1175,2,587.5,2
3468,'auId': 2198634693,1,2,0.5,1
4279,'auId': 2198721117,9,1,9,1
1739,'auId': 2198754141,16,2,8,2
2881,'auId': 2198766192,53,1,53,1
4365,'auId': 2198906229,24,1,24,1
3897,'auId': 219957239,84,1,84,1
218,'auId': 2199737935,171,1,171,1
4623,'auId': 2199838133,0,1,0,0
991,'auId': 2199946425,1824,1,1824,1
3413,'auId': 2200086557,2,1,2,1
3372,'auId': 2200163831,4,1,4,1
2169,'auId': 2200174397,2,1,2,1
1386,'auId': 2200296719,2,1,2,1
4592,'auId': 2200920939,102,1,102,1
160,'auId': 220118967,66,1,66,1
4073,'auId': 2201295499,0,1,0,0
1392,'auId': 2201421368,12,2,6,2
3548,'auId': 2201721716,26,1,26,1
5647,'auId': 220185405,30,5,6,4
796,'auId': 2202127108,6,1,6,1
2629,'auId': 2202273235,6,1,6,1
2154,'auId': 2202896758,2591,5,518.2,3
1682,'auId': 2203025639,55,1,55,1
1932,'auId': 2203087493,481,1,481,1
3125,'auId': 2203347202,6,1,6,1
638,'auId': 2203364397,0,1,0,0
1469,'auId': 2204042858,8,1,8,1
1376,'auId': 2204198840,8,1,8,1
3957,'auId': 2204952073,2,1,2,1
3790,'auId': 2205107671,5,1,5,1
4671,'auId': 2205924584,13,2,6.5,1
1784,'auId': 2206230956,2,2,1,1
2090,'auId': 2206479374,4,1,4,1
3972,'auId': 2206712854,76,2,38,2
1554,'auId': 2206808619,22,1,22,1
3956,'auId': 2206974089,3,1,3,1
2857,'auId': 2207020990,0,1,0,0
5777,'auId': 2207288770,168,1,168,1
10,'auId': 2207642565,3,1,3,1
2875,'auId': 2207870823,9,1,9,1
2798,'auId': 2208621652,70,1,70,1
2749,'auId': 2208832008,3,2,1.5,1
3620,'auId': 2209183590,28,5,5.6,2
3550,'auId': 2209303800,247,2,123.5,2
3637,'auId': 2209481840,25,1,25,1
651,'auId': 2209869802,17,1,17,1
4902,'auId': 2210580843,32,2,16,1
3677,'auId': 2210684326,4,2,2,1
172,'auId': 2210731946,30,2,15,1
2322,'auId': 2210743192,83,2,41.5,2
3631,'auId': 2210895002,271,3,90.33,3
5538,'auId': 22110362,10,3,3.33,2
3681,'auId': 2211520751,6,3,2,2
5203,'auId': 2211579681,423,3,141,2
2197,'auId': 2211878187,9,2,4.5,1
2071,'auId': 2212208762,87,1,87,1
1460,'auId': 2212593481,308,2,154,2
2929,'auId': 2212735395,23,2,11.5,1
61,'auId': 22135093,10,1,10,1
645,'auId': 2213515591,93,1,93,1
5510,'auId': 2214061478,6,1,6,1
3494,'auId': 2214700285,81,1,81,1
3041,'auId': 2214756976,86,2,43,2
2126,'auId': 2215287472,2237,16,139.81,13
4072,'auId': 2216095205,274,3,91.33,3
3773,'auId': 2216252091,100,2,50,1
3301,'auId': 221631529,38,3,12.67,3
3005,'auId': 2216498992,16,2,8,1
5241,'auId': 2216846583,1,1,1,1
2991,'auId': 2216907401,92,1,92,1
3278,'auId': 2217217390,32,2,16,2
3902,'auId': 2217247677,6,1,6,1
5360,'auId': 2217511182,174,1,174,1
4964,'auId': 2217901261,14,2,7,2
3556,'auId': 2218946639,17,1,17,1
3806,'auId': 2219636482,29,3,9.67,2
124,'auId': 2219823832,6,1,6,1
2234,'auId': 2219971387,26,1,26,1
2730,'auId': 2220544823,136,2,68,2
3160,'auId': 2220889821,616,1,616,1
339,'auId': 2221004268,466,8,58.25,7
1225,'auId': 2221257390,948,7,135.43,5
2240,'auId': 2221300944,3,1,3,1
2297,'auId': 2221646335,29,1,29,1
5008,'auId': 2222056843,1,1,1,1
4732,'auId': 2222149636,1,1,1,1
884,'auId': 222220925,54,4,13.5,4
1307,'auId': 2222223150,240,2,120,2
2725,'auId': 2222590422,17,1,17,1
3082,'auId': 2222592563,0,1,0,0
1949,'auId': 2222747345,11,3,3.67,2
74,'auId': 2223000769,224,2,112,2
4943,'auId': 2223058999,0,1,0,0
4962,'auId': 2223140111,2,1,2,1
1325,'auId': 2223275083,61,1,61,1
2534,'auId': 2223615784,19,1,19,1
974,'auId': 2223743999,0,1,0,0
2834,'auId': 2223815316,11,1,11,1
793,'auId': 2223842284,218,1,218,1
4386,'auId': 2223939275,17,1,17,1
3136,'auId': 2223948068,6,1,6,1
4243,'auId': 2224270997,5,1,5,1
4715,'auId': 2224404782,0,1,0,0
3553,'auId': 2224413342,245,6,40.83,5
5263,'auId': 2224718883,16,1,16,1
5353,'auId': 2224782270,1,1,1,1
1675,'auId': 2224928135,6,1,6,1
811,'auId': 2224929196,35,2,17.5,2
3410,'auId': 2225273376,115,1,115,1
5802,'auId': 2225431884,14,1,14,1
5483,'auId': 2225673910,77,2,38.5,2
240,'auId': 2225734442,8,1,8,1
5522,'auId': 2225993932,5,1,5,1
3760,'auId': 2226082483,17,1,17,1
921,'auId': 2226097022,86,3,28.67,3
2462,'auId': 2226145430,145,1,145,1
5685,'auId': 2226151461,12,2,6,2
4388,'auId': 2226521785,0,1,0,0
1697,'auId': 2226538938,283,4,70.75,4
3207,'auId': 2226555938,3,1,3,1
460,'auId': 2226618775,201,1,201,1
4535,'auId': 2226714033,323,2,161.5,2
709,'auId': 2226752398,0,1,0,0
2532,'auId': 2226783795,98,6,16.33,5
4351,'auId': 2226807680,6,1,6,1
4987,'auId': 2226828578,3,1,3,1
417,'auId': 2227001754,14,1,14,1
846,'auId': 2227140614,68,1,68,1
1845,'auId': 2227253382,531,3,177,3
3099,'auId': 2227401656,4,1,4,1
358,'auId': 2227540609,1,1,1,1
5364,'auId': 2227556191,250,2,125,2
5190,'auId': 2227744130,199,6,33.17,4
545,'auId': 2227920884,13,1,13,1
5294,'auId': 2228020513,2,1,2,1
1360,'auId': 2228928253,25,1,25,1
825,'auId': 2229020086,3,1,3,1
2474,'auId': 2229075028,169,3,56.33,3
4114,'auId': 2229247366,24,1,24,1
3893,'auId': 2229529417,11,1,11,1
5812,'auId': 2229699375,226,1,226,1
5564,'auId': 2229870300,93,1,93,1
552,'auId': 2230056477,92,8,11.5,6
2656,'auId': 2230069160,93,1,93,1
4968,'auId': 2230096915,12,1,12,1
5131,'auId': 2230160802,3,1,3,1
2504,'auId': 2230162326,19,2,9.5,2
1733,'auId': 2230249395,836,5,167.2,5
1192,'auId': 2230569643,15,1,15,1
1797,'auId': 2230742692,8,1,8,1
5598,'auId': 2230992941,15,2,7.5,2
1034,'auId': 2231099465,102,1,102,1
2711,'auId': 2231133452,2,1,2,1
4288,'auId': 2231220788,13,2,6.5,2
364,'auId': 2231326864,19,1,19,1
511,'auId': 2231647228,40,2,20,2
5051,'auId': 2231713012,19,1,19,1
892,'auId': 2231753724,5,1,5,1
3984,'auId': 2231782831,1218,5,243.6,5
2047,'auId': 2231938899,20,1,20,1
3198,'auId': 2232032090,5,1,5,1
5560,'auId': 2232198255,83,5,16.6,4
49,'auId': 2232213365,83,2,41.5,2
5075,'auId': 2232221315,9,1,9,1
1230,'auId': 2232397101,1364,13,104.92,10
3730,'auId': 2232565259,1,1,1,1
5428,'auId': 2232624654,77,1,77,1
4156,'auId': 223265435,0,1,0,0
1488,'auId': 2232661716,26,1,26,1
5661,'auId': 2232709231,93,2,46.5,2
216,'auId': 2232712810,18,2,9,1
319,'auId': 2232871061,87,1,87,1
324,'auId': 2232913459,14,1,14,1
4523,'auId': 2233034568,91,2,45.5,2
3731,'auId': 2233658676,33,2,16.5,2
53,'auId': 2233867631,109,1,109,1
2546,'auId': 2233902754,4,1,4,1
3891,'auId': 2233914634,262,1,262,1
1796,'auId': 2233962492,137,4,34.25,4
2920,'auId': 2234086281,6,1,6,1
4800,'auId': 2234206399,217,2,108.5,2
3737,'auId': 2234353460,69,1,69,1
3189,'auId': 2234449245,469,1,469,1
3059,'auId': 2234452589,54,1,54,1
4463,'auId': 2234508751,627,6,104.5,6
1593,'auId': 2235094860,147,2,73.5,2
4553,'auId': 223511343,2483,5,496.6,4
4188,'auId': 2235292677,21,1,21,1
2849,'auId': 2235360923,1382,3,460.67,3
3091,'auId': 2235456028,49,3,16.33,3
2130,'auId': 2235692502,4,2,2,1
570,'auId': 2235845892,32,2,16,2
3499,'auId': 2236011467,13,1,13,1
1165,'auId': 2236083721,3,1,3,1
1803,'auId': 2236355912,6,2,3,2
370,'auId': 2236752208,2,1,2,1
5252,'auId': 2236784999,402,1,402,1
4423,'auId': 2237077387,13,1,13,1
2343,'auId': 2237110490,24,2,12,2
1002,'auId': 2237142500,20,1,20,1
458,'auId': 2237225866,7,1,7,1
3238,'auId': 2237515153,4,1,4,1
5335,'auId': 2237525234,7,1,7,1
3955,'auId': 2237541417,7,1,7,1
1917,'auId': 2237737922,25,1,25,1
1693,'auId': 2237743059,1,1,1,1
2800,'auId': 2237875745,2,2,1,1
4029,'auId': 2238088328,9,1,9,1
5046,'auId': 2238207816,11,1,11,1
2455,'auId': 2238215317,8,1,8,1
4792,'auId': 2238283877,2,1,2,1
5345,'auId': 2238332900,106,1,106,1
1785,'auId': 2238416473,97,5,19.4,4
1764,'auId': 2238477657,2,2,1,1
4282,'auId': 2239053892,2346,19,123.47,14
4582,'auId': 2239302683,17,1,17,1
2333,'auId': 2239304286,588,10,58.8,9
4244,'auId': 2239320619,105,6,17.5,4
1657,'auId': 2239399595,8,1,8,1
2014,'auId': 2239603571,1,1,1,1
3516,'auId': 2239783090,15,1,15,1
4953,'auId': 2240006568,1,1,1,1
2369,'auId': 2240229391,23,2,11.5,2
3700,'auId': 2240305502,23,3,7.67,3
2686,'auId': 2240318844,112,2,56,2
1560,'auId': 2240541904,31,2,15.5,2
2768,'auId': 2240879353,7,1,7,1
3545,'auId': 2240984066,2048,7,292.57,6
757,'auId': 2241300610,66,1,66,1
2979,'auId': 2241339753,1,1,1,1
5783,'auId': 2241446616,33,1,33,1
5186,'auId': 2241827754,200,1,200,1
4675,'auId': 2241887228,4,1,4,1
5546,'auId': 224211078,4,1,4,1
5453,'auId': 2242174962,6,1,6,1
4920,'auId': 224229807,69,2,34.5,2
5341,'auId': 2242678899,4,1,4,1
1060,'auId': 2242834143,143,1,143,1
404,'auId': 2243217848,3,1,3,1
2085,'auId': 2243591905,18,4,4.5,3
3918,'auId': 2243706485,2,1,2,1
2588,'auId': 2243867134,0,1,0,0
3600,'auId': 2243895322,79,1,79,1
4438,'auId': 2244066162,6,1,6,1
1093,'auId': 2244170126,9,1,9,1
261,'auId': 2244517447,218,2,109,2
12,'auId': 2244668379,10,1,10,1
2895,'auId': 2245187194,103,4,25.75,3
4842,'auId': 2245267964,588,5,117.6,5
5269,'auId': 2245390062,10,1,10,1
1922,'auId': 2245613908,11,1,11,1
1121,'auId': 2245670448,452,2,226,2
4674,'auId': 2245742991,16,1,16,1
2763,'auId': 2246188215,4,1,4,1
1439,'auId': 2247192133,3,1,3,1
1065,'auId': 2247933878,6,1,6,1
3341,'auId': 2247996412,245,6,40.83,4
561,'auId': 2248165042,31,5,6.2,3
2295,'auId': 2248499458,20,1,20,1
2158,'auId': 2248590170,138,3,46,3
3392,'auId': 2248735564,16,1,16,1
2669,'auId': 2249016471,5,1,5,1
1312,'auId': 2249518997,72,1,72,1
5009,'auId': 2249617921,106,3,35.33,3
4211,'auId': 2249793398,777,11,70.64,8
3547,'auId': 2250112016,1256,6,209.33,6
2602,'auId': 2250465176,15,1,15,1
3315,'auId': 2250482486,4,1,4,1
5296,'auId': 2250490518,18,1,18,1
59,'auId': 2250742029,65,1,65,1
2974,'auId': 2250805768,3,1,3,1
5111,'auId': 2250864379,1,1,1,1
4293,'auId': 2250879444,8,1,8,1
786,'auId': 2250897584,277,1,277,1
4640,'auId': 2250998000,68,4,17,2
1187,'auId': 2251040796,7,1,7,1
4134,'auId': 2251266555,115,3,38.33,3
2248,'auId': 2251287563,0,1,0,0
62,'auId': 2251308783,29,1,29,1
1108,'auId': 2251352093,6,1,6,1
1326,'auId': 2251477105,7,1,7,1
2329,'auId': 2251545150,2,1,2,1
1492,'auId': 2251575045,24,1,24,1
4856,'auId': 2251628050,8,1,8,1
5769,'auId': 2251631397,8,1,8,1
948,'auId': 2252032993,7,2,3.5,2
2307,'auId': 2252146891,2,1,2,1
2668,'auId': 2252171364,20,2,10,2
617,'auId': 2252578488,412,4,103,4
1806,'auId': 2252608274,321,19,16.89,6
1313,'auId': 2252710085,5,1,5,1
5053,'auId': 2252852592,190,2,95,2
1003,'auId': 2252968671,1,1,1,1
3819,'auId': 2254024158,1,1,1,1
332,'auId': 2254228212,207,1,207,1
521,'auId': 2254301810,16,1,16,1
5798,'auId': 2254782306,114,1,114,1
3947,'auId': 2255063064,23,1,23,1
5658,'auId': 2255545921,8,1,8,1
1136,'auId': 2255769731,11,1,11,1
477,'auId': 2255911127,45,2,22.5,2
1185,'auId': 2256343135,3,1,3,1
4569,'auId': 2256485367,228,6,38,5
1483,'auId': 2256991112,3,1,3,1
615,'auId': 2257449696,9,1,9,1
5416,'auId': 2257632777,5,1,5,1
4575,'auId': 2257921373,81,2,40.5,2
437,'auId': 2258625689,11,1,11,1
1272,'auId': 2258895517,6,1,6,1
1077,'auId': 2259645355,3,1,3,1
694,'auId': 2259861871,52,1,52,1
2419,'auId': 2260173227,23,2,11.5,1
2740,'auId': 2260348883,87,3,29,2
4474,'auId': 226036427,10,1,10,1
1651,'auId': 2260440065,21,1,21,1
533,'auId': 2260784960,17,1,17,1
3924,'auId': 2260861727,73,1,73,1
2331,'auId': 2260954076,315,16,19.69,10
4126,'auId': 2261367123,939,4,234.75,4
3904,'auId': 2261389776,2,1,2,1
4701,'auId': 2261927061,12,1,12,1
3276,'auId': 2262042436,109,1,109,1
4957,'auId': 2262239801,11,1,11,1
3555,'auId': 2262957976,26,1,26,1
1143,'auId': 2263011237,291,1,291,1
2339,'auId': 2263019976,20,1,20,1
620,'auId': 2263362354,54,1,54,1
4137,'auId': 2263469651,1454,1,1454,1
5608,'auId': 2264168277,16,1,16,1
4422,'auId': 2264677196,23,1,23,1
4157,'auId': 2264728401,7,2,3.5,2
5702,'auId': 2264832109,525,1,525,1
153,'auId': 2264966894,8,1,8,1
2967,'auId': 2265447980,95,2,47.5,2
151,'auId': 2265725270,6,1,6,1
1718,'auId': 2265873320,14,1,14,1
4819,'auId': 2266175584,141,1,141,1
1289,'auId': 2266339355,99,1,99,1
4670,'auId': 2266478035,17,1,17,1
2756,'auId': 2266608663,26,1,26,1
543,'auId': 2266629704,35,4,8.75,3
1877,'auId': 2266727531,18,1,18,1
5484,'auId': 226679559,8,1,8,1
5231,'auId': 2267106725,20,2,10,2
4248,'auId': 2267111533,542,1,542,1
704,'auId': 2267188738,68,1,68,1
2207,'auId': 2267381467,66,2,33,1
3835,'auId': 2267928182,132,2,66,1
1468,'auId': 2268535001,6,1,6,1
5222,'auId': 2268548611,20,1,20,1
653,'auId': 2269923714,6,1,6,1
1857,'auId': 2270386666,57,2,28.5,2
2170,'auId': 2271035749,75,1,75,1
498,'auId': 2271175522,81,1,81,1
5221,'auId': 2271530479,2,1,2,1
3576,'auId': 2271754566,3561,13,273.92,9
4007,'auId': 2272375671,8,1,8,1
4795,'auId': 2272890575,8,1,8,1
2642,'auId': 2273307621,16,1,16,1
695,'auId': 2273603146,6,1,6,1
197,'auId': 2274380264,16,1,16,1
4588,'auId': 2274724115,3,1,3,1
5766,'auId': 2275145796,11,1,11,1
4867,'auId': 2275320817,198,4,49.5,4
5449,'auId': 2275346035,369,6,61.5,6
451,'auId': 2275446948,1371,5,274.2,5
5150,'auId': 2275511455,72,3,24,3
1389,'auId': 2275700087,18,2,9,2
130,'auId': 2275887715,29,1,29,1
4498,'auId': 2276079446,65,1,65,1
4268,'auId': 2276088550,32,2,16,2
2535,'auId': 2276194187,1,1,1,1
5332,'auId': 2276238216,2,1,2,1
301,'auId': 2276486703,65,1,65,1
5161,'auId': 2276805990,801,2,400.5,2
4227,'auId': 2277055860,113,3,37.67,3
58,'auId': 2277160431,9,1,9,1
144,'auId': 2277474620,1,1,1,1
1156,'auId': 2278008473,3,1,3,1
5773,'auId': 2278114817,14,1,14,1
4002,'auId': 2278261595,317,6,52.83,5
2079,'auId': 2278341994,6,1,6,1
548,'auId': 2278551585,1,1,1,1
2817,'auId': 2278593545,987,6,164.5,6
1153,'auId': 2278704811,7,1,7,1
208,'auId': 2279407096,19,2,9.5,1
21,'auId': 2279474067,23,1,23,1
274,'auId': 2279520417,0,1,0,0
22,'auId': 2279580101,37,2,18.5,2
228,'auId': 2279633593,156,3,52,3
879,'auId': 2279876130,204,2,102,2
5733,'auId': 2280476405,5,1,5,1
4176,'auId': 2280568408,1,1,1,1
3037,'auId': 2280595454,3,1,3,1
3377,'auId': 2280654194,99,2,49.5,2
789,'auId': 2281212416,9,1,9,1
3797,'auId': 2281373736,9,1,9,1
4789,'auId': 2281396038,13,1,13,1
2746,'auId': 2281895414,0,1,0,0
29,'auId': 2282020937,12,2,6,2
1241,'auId': 2282023540,9,1,9,1
2278,'auId': 2282184059,13,1,13,1
3611,'auId': 2282881260,261,1,261,1
310,'auId': 2282891647,163,3,54.33,3
2971,'auId': 2283303682,74,1,74,1
5201,'auId': 2283311072,20,1,20,1
1626,'auId': 2283469157,17,1,17,1
439,'auId': 2283504173,475,3,158.33,3
1901,'auId': 2283505576,3,1,3,1
3344,'auId': 2283805979,21,2,10.5,2
5710,'auId': 2284407539,18,2,9,2
4269,'auId': 2284832537,17,2,8.5,2
369,'auId': 2285338435,148,1,148,1
3825,'auId': 2285614841,1,1,1,1
5772,'auId': 2285621233,1,1,1,1
4413,'auId': 2285762679,730,16,45.63,10
3812,'auId': 2286237009,784,7,112,6
5245,'auId': 2286323091,2,1,2,1
383,'auId': 2286482215,15,1,15,1
5809,'auId': 2286525046,203,5,40.6,4
3780,'auId': 2286931549,53,1,53,1
1539,'auId': 2287210286,6,1,6,1
633,'auId': 2287919390,92,1,92,1
4478,'auId': 2288456018,6,1,6,1
1282,'auId': 2288705612,793,1,793,1
4602,'auId': 2289110775,5,1,5,1
4870,'auId': 2289425551,306,2,153,2
4138,'auId': 2289447413,29,1,29,1
1623,'auId': 2289542319,9578,27,354.74,18
3493,'auId': 2289692871,23,1,23,1
2939,'auId': 229038272,2093,27,77.52,18
2284,'auId': 2290866416,7,1,7,1
1458,'auId': 229087799,33,1,33,1
3173,'auId': 2291088731,1318,8,164.75,8
2352,'auId': 2291132764,10,2,5,2
3935,'auId': 2291154966,551,12,45.92,8
4286,'auId': 2291210646,34,1,34,1
1882,'auId': 2291336215,22,2,11,2
243,'auId': 2291431358,12,1,12,1
2632,'auId': 2291503645,4,2,2,1
3585,'auId': 2291523643,100,2,50,2
1214,'auId': 2291705727,336,3,112,3
1604,'auId': 2291827237,8,1,8,1
4305,'auId': 2291917982,772,4,193,4
2375,'auId': 2292227591,8,1,8,1
1339,'auId': 2292250447,1756,19,92.42,13
3716,'auId': 2292373766,93,2,46.5,2
4939,'auId': 2292421709,26,1,26,1
1948,'auId': 2292575759,581,1,581,1
3120,'auId': 2293002158,23,1,23,1
3923,'auId': 2293173527,15,1,15,1
2353,'auId': 2293185490,12,1,12,1
3864,'auId': 2293222616,26,1,26,1
516,'auId': 2293272309,1,1,1,1
551,'auId': 2293340466,259,6,43.17,5
2465,'auId': 2293455569,5,1,5,1
3236,'auId': 2293525496,10,1,10,1
1116,'auId': 2293527130,255,2,127.5,2
907,'auId': 2293758362,7,1,7,1
112,'auId': 2293844519,10,1,10,1
5615,'auId': 2293869838,81,2,40.5,2
2932,'auId': 2293981250,70,3,23.33,3
1014,'auId': 2294027368,2,1,2,1
3397,'auId': 2294239764,16,1,16,1
4489,'auId': 2294312224,86,3,28.67,3
3807,'auId': 2294410138,26,1,26,1
4744,'auId': 2294414387,5,2,2.5,1
4106,'auId': 2294679828,15,1,15,1
713,'auId': 2294695299,168,2,84,2
482,'auId': 2294747075,14,1,14,1
3927,'auId': 2294752385,10,1,10,1
3848,'auId': 2295186703,10,1,10,1
1096,'auId': 2295192293,72,1,72,1
2314,'auId': 2295213498,12,1,12,1
3146,'auId': 2295282018,2,1,2,1
4075,'auId': 2295314820,63,1,63,1
2951,'auId': 2295449638,1,1,1,1
1763,'auId': 2295551607,170,2,85,2
3322,'auId': 2295670443,130,1,130,1
139,'auId': 229573375,77,1,77,1
590,'auId': 2295825713,3,1,3,1
2637,'auId': 2295888897,411,11,37.36,8
883,'auId': 2296129569,6,1,6,1
2692,'auId': 2296183389,25,1,25,1
1914,'auId': 2296646296,2,1,2,1
5181,'auId': 2296729424,0,1,0,0
3995,'auId': 2296803228,10,1,10,1
1351,'auId': 2296847996,17,1,17,1
2446,'auId': 2296948990,240,3,80,3
297,'auId': 2296997895,34,2,17,2
4009,'auId': 2297383539,1,1,1,1
5734,'auId': 2297502671,15,1,15,1
816,'auId': 2297786202,18,1,18,1
4624,'auId': 2298046527,17,2,8.5,2
2748,'auId': 2298166661,773,2,386.5,2
3024,'auId': 2298170834,195,6,32.5,4
5337,'auId': 2298251316,2,2,1,1
2886,'auId': 2298474773,650,1,650,1
659,'auId': 2298760947,6,1,6,1
5292,'auId': 2299437103,59,1,59,1
3245,'auId': 2299491091,98,2,49,2
204,'auId': 2299503872,14,1,14,1
3287,'auId': 2300391383,6,2,3,2
4307,'auId': 2300449319,134,1,134,1
5811,'auId': 2300696162,1,1,1,1
1978,'auId': 2300711308,2,1,2,1
2166,'auId': 2300742151,162,4,40.5,3
4309,'auId': 2301035671,30,1,30,1
5018,'auId': 2301389880,3,1,3,1
882,'auId': 2301637896,236,4,59,3
1252,'auId': 230171166,20,1,20,1
3941,'auId': 2301961698,7,1,7,1
3711,'auId': 2301968909,61,5,12.2,5
4440,'auId': 2302103718,0,1,0,0
960,'auId': 2302230630,135,2,67.5,2
18,'auId': 2302367371,7,2,3.5,2
1977,'auId': 2302626664,9,2,4.5,1
465,'auId': 2302713297,294,2,147,2
4226,'auId': 2302742212,2,1,2,1
1571,'auId': 2302750490,278,2,139,2
2415,'auId': 2302839345,29,2,14.5,2
966,'auId': 2302844313,240,1,240,1
3626,'auId': 2302858353,655,7,93.57,5
2120,'auId': 2302862425,11,1,11,1
410,'auId': 2302903674,34,2,17,2
965,'auId': 2302973208,176,2,88,2
1694,'auId': 2302984154,257,4,64.25,4
2930,'auId': 2302991005,21,2,10.5,2
2747,'auId': 2303022185,0,1,0,0
712,'auId': 2303066735,4,1,4,1
1775,'auId': 2303120188,126,1,126,1
3703,'auId': 2303120934,14,1,14,1
3970,'auId': 2303134326,127,2,63.5,1
5138,'auId': 2303194193,1,1,1,1
4381,'auId': 2303235630,164,7,23.43,5
3490,'auId': 2303261746,22,1,22,1
95,'auId': 2303265816,0,1,0,0
2624,'auId': 2303278921,10,1,10,1
4246,'auId': 230329666,81,1,81,1
